txn_id,agent_id,user_id,merchant_id,category,day,label,txn_seq_num,amount,amount_zscore,category_seen_before,device_matches_primary,day_txn_count,amount_to_limit_ratio,agent_age_at_txn,token_scope_ok,within_spending_limit
T00022354,A00640,U00640,M0086,groceries,7,legitimate_agent,17,263.58,-0.4843664902058772,1,1,1,0.052716,34,True,1
T00022355,A00640,U00640,M0086,groceries,7,legitimate_agent,18,268.08,-0.4577445885237111,1,1,2,0.053616,36,True,1
T00022356,A00640,U00640,M0170,groceries,7,legitimate_agent,19,325.62,-0.3164431060112162,1,1,3,0.065124,38,True,1
T00022357,A00640,U00640,M0103,groceries,7,legitimate_agent,20,335.39,-0.2855914649673638,1,1,4,0.067078,40,True,1
T00022358,A00640,U00640,M0126,groceries,8,legitimate_agent,21,352.04,-0.23965734766520694,1,1,1,0.070408,42,True,1
T00022359,A00640,U00640,M0013,utilities,10,legitimate_agent,22,1456.75,2.382586580710893,1,1,1,0.29135,44,True,1
T00022360,A00640,U00640,M0150,utilities,10,legitimate_agent,23,271.35,-0.48468616914064105,1,1,2,0.054270000000000006,46,True,1
T00022361,A00640,U00640,M0083,utilities,10,legitimate_agent,24,928.19,0.9676000181814199,1,1,3,0.185638,48,True,1
T00022362,A00640,U00640,M0172,utilities,12,legitimate_agent,25,324.37,-0.39700425942610607,1,1,1,0.064874,50,True,1
T00022363,A00640,U00640,M0037,utilities,12,legitimate_agent,26,326.94,-0.38229906333749025,1,1,2,0.065388,52,True,1
T00022364,A00640,U00640,M0024,utilities,12,legitimate_agent,27,1441.09,2.161712565028464,1,1,3,0.288218,54,True,1
T00022365,A00640,U00640,M0086,groceries,13,legitimate_agent,28,336.89,-0.405094218044161,1,1,1,0.067378,56,True,1
T00022366,A00640,U00640,M0119,groceries,13,legitimate_agent,29,501.98,-0.03848091757425871,1,1,2,0.100396,58,True,1
T00022367,A00640,U00640,M0169,groceries,15,legitimate_agent,30,383.56,-0.2996138064595764,1,1,1,0.076712,60,True,1
T00022368,A00640,U00640,M0149,groceries,15,legitimate_agent,31,393.75,-0.2714082549538078,1,1,2,0.07875,62,True,1
T00022369,A00640,U00640,M0024,utilities,16,legitimate_agent,32,391.24,-0.27254297207559036,1,1,1,0.078248,64,True,1
T00022370,A00640,U00640,M0009,groceries,16,legitimate_agent,33,368.11,-0.3216563754766902,1,1,2,0.073622,66,True,1
T00022371,A00640,U00640,M0171,groceries,17,legitimate_agent,34,522.89,0.047353699556992986,1,1,1,0.10457799999999999,68,True,1
T00022372,A00640,U00640,M0036,utilities,17,legitimate_agent,35,332.18,-0.4084413440660224,1,1,2,0.066436,70,True,1
T00022373,A00640,U00640,M0044,groceries,18,legitimate_agent,36,313.16,-0.44771265211179534,1,1,1,0.06263200000000001,72,True,1
T00022374,A00640,U00640,M0044,groceries,19,legitimate_agent,37,390.55,-0.25117852492697373,1,1,1,0.07811,74,True,1
T00022375,A00640,U00640,M0027,utilities,19,legitimate_agent,38,274.03,-0.5362788531283066,1,1,2,0.054805999999999994,76,True,1
T00022376,A00640,U00640,M0104,utilities,20,legitimate_agent,39,275.68,-0.5231942858042016,1,1,1,0.055136000000000004,78,True,1
T00022377,A00640,U00640,M0006,groceries,21,legitimate_agent,40,307.47,-0.43446477232068215,1,1,1,0.06149400000000001,80,True,1
T00022378,A00640,U00640,M0036,utilities,21,legitimate_agent,41,250.3,-0.5740581889617715,1,1,2,0.05006,82,True,1
T00022379,A00640,U00640,M0024,utilities,23,legitimate_agent,42,385.1,-0.217772099163243,1,1,1,0.07702,84,True,1
T00022380,A00640,U00640,M0055,groceries,23,legitimate_agent,43,1096.91,1.6394289406228018,1,1,2,0.21938200000000002,86,True,1
T00022381,A00640,U00640,M0006,groceries,24,legitimate_agent,44,339.28,-0.36560162974012056,1,1,1,0.067856,88,True,1
T00022382,A00640,U00640,M0035,groceries,25,legitimate_agent,45,442.52,-0.09432981217953187,1,1,1,0.088504,90,True,1
T00022383,A00640,U00640,M0116,groceries,25,legitimate_agent,46,223.91,-0.664347727290666,1,1,2,0.044782,92,True,1
T00022384,A00640,U00640,M0055,groceries,26,legitimate_agent,47,173.77,-0.7858595367461982,1,1,1,0.034754,94,True,1
T00022385,A00640,U00640,M0027,utilities,26,legitimate_agent,48,311.38,-0.40914327864922845,1,1,2,0.062276,96,True,1
T00022386,A00640,U00640,M0172,utilities,27,legitimate_agent,49,400.57,-0.16662457432750913,1,1,1,0.080114,98,True,1
T00022387,A00640,U00640,M0009,groceries,28,legitimate_agent,50,370.74,-0.24518995430652027,1,1,1,0.074148,100,True,1
T00022388,A00640,U00640,M0036,utilities,28,impersonated_agent,51,927.5,1.2704713612418428,1,1,2,0.1855,102,True,1
T00022389,A00640,U00640,M0083,utilities,28,legitimate_agent,52,451.99,-0.046456806989654126,1,1,3,0.090398,104,True,1
T00022390,A00641,U00641,M0191,fashion,0,legitimate_agent,1,1805.93,0.0,0,1,1,0.361186,2,True,1
T00022391,A00641,U00641,M0173,fashion,0,legitimate_agent,2,1906.64,100.71000000000004,1,1,2,0.381328,4,True,1
T00022392,A00641,U00641,M0161,fashion,1,legitimate_agent,3,2715.06,12.059291550262676,1,1,1,0.5430119999999999,6,True,1
T00022393,A00641,U00641,M0061,fashion,2,legitimate_agent,4,2328.44,0.3730134968776657,1,1,1,0.465688,8,True,1
T00022394,A00641,U00641,M0074,fashion,5,legitimate_agent,5,3022.93,1.9979040349167676,1,1,1,0.604586,10,True,1
T00022395,A00641,U00641,M0161,fashion,7,legitimate_agent,6,1854.13,-0.9659203887391178,1,1,1,0.37082600000000004,12,True,1
T00022396,A00641,U00641,M0161,fashion,8,legitimate_agent,7,1437.57,-1.6439768352336022,1,1,1,0.287514,14,True,1
T00022397,A00641,U00641,M0129,fashion,8,legitimate_agent,8,7258.09,9.106192206732015,1,1,2,1.451618,16,True,0
T00022398,A00641,U00641,M0191,fashion,9,legitimate_agent,9,1894.81,-0.4772359968774474,1,1,1,0.37896199999999997,18,True,1
T00022399,A00641,U00641,M0025,fashion,11,legitimate_agent,10,3064.26,0.2091734352540863,1,1,1,0.6128520000000001,20,True,1
T00022400,A00641,U00641,M0173,fashion,11,legitimate_agent,11,3446.86,0.42635307433328745,1,1,2,0.689372,22,True,1
T00022401,A00641,U00641,M0084,fashion,11,legitimate_agent,12,2740.13,-0.03345047893487942,1,1,3,0.548026,24,True,1
T00022402,A00641,U00641,M0109,fashion,11,legitimate_agent,13,1715.26,-0.698766415389265,1,1,4,0.343052,26,True,1
T00022403,A00641,U00641,M0155,fashion,12,legitimate_agent,14,1691.02,-0.6764446758426889,1,1,1,0.338204,28,True,1
T00022404,A00641,U00641,M0097,fashion,12,credential_testing,15,43.79,-1.7644044390863813,1,1,2,0.008758,30,True,1
T00022405,A00641,U00641,M0085,fashion,12,credential_testing,16,30.52,-1.5534639578277523,1,1,3,0.006104,32,True,1
T00022406,A00641,U00641,M0121,fashion,12,credential_testing,17,25.16,-1.401992231096236,1,1,4,0.005032,34,True,1
T00022407,A00641,U00641,M0085,fashion,12,credential_testing,18,40.48,-1.2766498331717682,1,1,5,0.008095999999999999,36,True,1
T00022408,A00641,U00641,M0176,fashion,12,legitimate_agent,19,2775.67,0.42327019026675905,1,1,6,0.555134,38,True,1
T00022409,A00641,U00641,M0058,fashion,13,legitimate_agent,20,2278.36,0.11079225216060569,1,1,1,0.455672,40,True,1
T00022410,A00641,U00641,M0129,fashion,13,legitimate_agent,21,2640.49,0.33230508830733485,1,1,2,0.528098,42,True,1
T00022411,A00641,U00641,M0129,fashion,13,legitimate_agent,22,2607.61,0.30297970163304433,1,1,3,0.521522,44,True,1
T00022412,A00641,U00641,M0025,fashion,14,legitimate_agent,23,2017.75,-0.08633936377529385,1,1,1,0.40355,46,True,1
T00022413,A00641,U00641,M0161,fashion,15,credential_testing,24,2.1,-1.420511646003584,1,1,1,0.00042,48,True,1
T00022414,A00641,U00641,M0190,fashion,15,credential_testing,25,49.0,-1.3040300005608627,1,1,2,0.0098,50,True,1
T00022415,A00641,U00641,M0190,fashion,15,credential_testing,26,5.35,-1.2636877770988824,1,1,3,0.00107,52,True,1
T00022416,A00641,U00641,M0025,fashion,15,credential_testing,27,36.57,-1.182464418066402,1,1,4,0.007314,54,True,1
T00022417,A00641,U00641,M0109,fashion,15,credential_testing,28,42.14,-1.127646946573506,1,1,5,0.008428,56,True,1
T00022418,A00641,U00641,M0061,fashion,15,credential_testing,29,37.4,-1.085823607649118,1,1,6,0.00748,58,True,1
T00022419,A00641,U00641,M0007,fashion,15,credential_testing,30,15.96,-1.0592274019273291,1,1,7,0.003192,60,True,1
T00022420,A00641,U00641,M0109,fashion,15,credential_testing,31,14.61,-1.0232744016727862,1,1,8,0.0029219999999999997,62,True,1
T00022421,A00641,U00641,M0129,fashion,15,credential_testing,32,20.3,-0.9864885496822106,1,1,9,0.00406,64,True,1
T00022422,A00641,U00641,M0173,fashion,15,legitimate_agent,33,1630.97,0.05136498690187882,1,1,10,0.326194,66,True,1
T00022423,A00641,U00641,M0061,fashion,16,legitimate_agent,34,7970.79,4.081188538711463,1,1,1,1.594158,68,True,0
T00022424,A00641,U00641,M0122,fashion,16,legitimate_agent,35,1820.22,0.04211910934828034,1,1,2,0.364044,70,True,1
T00022425,A00641,U00641,M0109,fashion,17,legitimate_agent,36,2300.19,0.2978969345582425,1,1,1,0.460038,72,True,1
T00022426,A00641,U00641,M0098,fashion,17,legitimate_agent,37,3181.84,0.7706650429450064,1,1,2,0.636368,74,True,1
T00022427,A00641,U00641,M0042,fashion,17,legitimate_agent,38,2429.59,0.34471320417627804,1,1,3,0.485918,76,True,1
T00022428,A00641,U00641,M0014,fashion,17,legitimate_agent,39,2044.13,0.12731083139371857,1,1,4,0.408826,78,True,1
T00022429,A00641,U00641,M0048,fashion,18,legitimate_agent,40,2984.64,0.6508162532218155,1,1,1,0.596928,80,True,1
T00022430,A00641,U00641,M0039,fashion,18,impersonated_agent,41,6793.37,2.7821589648933718,1,1,2,1.358674,82,True,0
T00022431,A00641,U00641,M0183,fashion,18,legitimate_agent,42,2915.37,0.49365192080670034,1,1,3,0.583074,84,True,1
T00022432,A00641,U00641,M0155,fashion,18,legitimate_agent,43,2279.98,0.1519565357982115,1,1,4,0.455996,86,True,1
T00022433,A00641,U00641,M0007,fashion,18,legitimate_agent,44,1578.88,-0.22326583647658022,1,1,5,0.315776,88,True,1
T00022434,A00641,U00641,M0002,fashion,19,legitimate_agent,45,2209.47,0.11902092596705309,1,1,1,0.44189399999999995,90,True,1
T00022435,A00641,U00641,M0173,fashion,19,legitimate_agent,46,2145.53,0.08286868964166541,1,1,2,0.42910600000000004,92,True,1
T00022436,A00641,U00641,M0174,fashion,19,legitimate_agent,47,2629.42,0.3485533685074357,1,1,3,0.525884,94,True,1
T00022437,A00641,U00641,M0048,fashion,19,legitimate_agent,48,3075.8,0.5927536835930347,1,1,4,0.61516,96,True,1
T00022438,A00641,U00641,M0107,fashion,20,legitimate_agent,49,2804.77,0.43267253780829884,1,1,1,0.560954,98,True,1
T00022439,A00641,U00641,M0107,fashion,21,legitimate_agent,50,2294.61,0.13925127709943078,1,1,1,0.45892200000000005,100,True,1
T00022440,A00641,U00641,M0121,fashion,21,legitimate_agent,51,2044.87,-0.004685382481334877,1,1,2,0.408974,102,True,1
T00022441,A00641,U00641,M0048,fashion,21,legitimate_agent,52,2063.89,0.006325685051405178,1,1,3,0.412778,104,True,1
T00022442,A00641,U00641,M0007,fashion,22,legitimate_agent,53,1700.23,-0.20548574857367988,1,1,1,0.340046,106,True,1
T00022443,A00641,U00641,M0007,fashion,22,legitimate_agent,54,1976.82,-0.04093521603890795,1,1,2,0.395364,108,True,1
T00022444,A00641,U00641,M0161,fashion,23,legitimate_agent,55,1822.89,-0.13189319538383573,1,1,1,0.364578,110,True,1
T00022445,A00641,U00641,M0084,fashion,23,impersonated_agent,56,7397.39,3.2073808582738597,1,1,2,1.479478,112,True,0
T00022446,A00641,U00641,M0039,fashion,24,legitimate_agent,57,1926.38,-0.11670492280756606,1,1,1,0.385276,114,True,1
T00022447,A00641,U00641,M0042,fashion,24,legitimate_agent,58,2116.18,-0.009466041539365401,1,1,2,0.42323599999999995,116,True,1
T00022448,A00641,U00641,M0176,fashion,24,legitimate_agent,59,1995.98,-0.07724916590731028,1,1,3,0.399196,118,True,1
T00022449,A00641,U00641,M0042,fashion,25,legitimate_agent,60,2831.36,0.39914231663451527,1,1,1,0.566272,120,True,1
T00022450,A00641,U00641,M0190,fashion,25,legitimate_agent,61,1325.88,-0.46822595200325107,1,1,2,0.265176,122,True,1
T00022451,A00641,U00641,M0085,fashion,25,legitimate_agent,62,1845.19,-0.16374491296604488,1,1,3,0.36903800000000003,124,True,1
T00022452,A00641,U00641,M0155,fashion,27,legitimate_agent,63,1341.96,-0.4553129899580765,1,1,1,0.268392,126,True,1
T00022453,A00641,U00641,M0059,fashion,27,legitimate_agent,64,3319.45,0.7074794429811572,1,1,2,0.66389,128,True,1
T00022454,A00641,U00641,M0042,fashion,28,legitimate_agent,65,2667.25,0.3156211675775702,1,1,1,0.53345,130,True,1
T00022455,A00641,U00641,M0085,fashion,28,legitimate_agent,66,1911.22,-0.1348861503174202,1,1,2,0.38224400000000003,132,True,1
T00022456,A00641,U00641,M0097,fashion,29,legitimate_agent,67,729.59,-0.8391922123413859,1,1,1,0.14591800000000002,134,True,1
T00022457,A00641,U00641,M0039,fashion,29,legitimate_agent,68,2414.04,0.1792257614104528,1,1,2,0.482808,136,True,1
T00022458,A00641,U00641,M0173,fashion,29,legitimate_agent,69,1922.68,-0.11825146896760705,1,1,3,0.384536,138,True,1
T00022459,A00642,U00642,M0193,food_delivery,0,legitimate_agent,1,706.1,0.0,0,1,1,0.14122,2,True,1
T00022460,A00642,U00642,M0168,food_delivery,0,legitimate_agent,2,3068.03,2361.9300000000003,1,1,2,0.613606,4,True,1
T00022461,A00642,U00642,M0153,food_delivery,0,legitimate_agent,3,595.83,-0.7731313160046333,1,1,3,0.11916600000000001,6,True,1
T00022462,A00642,U00642,M0166,food_delivery,1,legitimate_agent,4,1541.88,0.061025184459293315,1,1,1,0.30837600000000004,8,True,1
T00022463,A00642,U00642,M0151,food_delivery,2,legitimate_agent,5,759.38,-0.629725547075782,1,1,1,0.151876,10,True,1
T00022464,A00642,U00642,M0076,food_delivery,3,legitimate_agent,6,1018.96,-0.3034027020661899,1,1,1,0.203792,12,True,1
T00022465,A00642,U00642,M0142,food_delivery,3,legitimate_agent,7,1131.84,-0.15970687805866135,1,1,2,0.22636799999999999,14,True,1
T00022466,A00642,U00642,M0168,food_delivery,3,legitimate_agent,8,872.66,-0.4515507290534547,1,1,3,0.174532,16,True,1
T00022467,A00642,U00642,M0153,food_delivery,3,legitimate_agent,9,1299.5,0.10869952184765239,1,1,4,0.2599,18,True,1
T00022468,A00642,U00642,M0076,food_delivery,4,legitimate_agent,10,1065.24,-0.20707590570824586,1,1,1,0.21304800000000002,20,True,1
T00022469,A00642,U00642,M0043,food_delivery,6,legitimate_agent,11,864.36,-0.47873814898465816,1,1,1,0.172872,22,True,1
T00022470,A00642,U00642,M0142,food_delivery,7,legitimate_agent,12,1215.87,0.05985406165574272,1,1,1,0.24317399999999997,24,True,1
T00022471,A00642,U00642,M0135,food_delivery,8,legitimate_agent,13,1483.9,0.46804165981261364,1,1,1,0.29678000000000004,26,True,1
T00022472,A00642,U00642,M0166,food_delivery,8,legitimate_agent,14,793.29,-0.6475760381785222,1,1,2,0.158658,28,True,1
T00022473,A00642,U00642,M0095,food_delivery,9,legitimate_agent,15,1079.04,-0.1519701921508836,1,1,1,0.215808,30,True,1
T00022474,A00642,U00642,M0065,food_delivery,9,legitimate_agent,16,805.78,-0.6071487415428605,1,1,2,0.161156,32,True,1
T00022475,A00642,U00642,M0198,food_delivery,10,legitimate_agent,17,438.72,-1.213983670918714,1,1,1,0.087744,34,True,1
T00022476,A00642,U00642,M0038,food_delivery,11,legitimate_agent,18,763.12,-0.577134960080366,1,1,1,0.152624,36,True,1
T00022477,A00642,U00642,M0153,food_delivery,12,legitimate_agent,19,734.9,-0.605409522470591,1,1,1,0.14698,38,True,1
T00022478,A00642,U00642,M0142,food_delivery,13,legitimate_agent,20,1483.17,0.7393931591845265,1,1,1,0.296634,40,True,1
T00022479,A00642,U00642,M0065,food_delivery,13,legitimate_agent,21,3088.95,3.5886017060547526,1,1,2,0.61779,42,True,1
T00022480,A00642,U00642,M0065,food_delivery,13,legitimate_agent,22,1118.33,-0.09045844554435487,1,1,3,0.22366599999999998,44,True,1
T00022481,A00642,U00642,M0198,food_delivery,15,legitimate_agent,23,871.75,-0.45047704754902373,1,1,1,0.17435,46,True,1
T00022482,A00642,U00642,M0021,food_delivery,15,legitimate_agent,24,3180.14,3.0138774458023674,1,1,2,0.6360279999999999,48,True,1
T00022483,A00642,U00642,M0062,food_delivery,15,legitimate_agent,25,944.87,-0.3939794315003125,1,1,3,0.188974,50,True,1
T00022484,A00642,U00642,M0076,food_delivery,17,legitimate_agent,26,777.94,-0.6051517400900224,1,1,1,0.155588,52,True,1
T00022485,A00642,U00642,M0166,food_delivery,17,legitimate_agent,27,858.31,-0.48222472529731186,1,1,2,0.17166199999999998,54,True,1
T00022486,A00642,U00642,M0198,food_delivery,18,legitimate_agent,28,974.92,-0.31333309098838696,1,1,1,0.194984,56,True,1
T00022487,A00642,U00642,M0062,food_delivery,18,legitimate_agent,29,1347.48,0.20653384485413612,1,1,2,0.269496,58,True,1
T00022488,A00642,U00642,M0189,food_delivery,20,legitimate_agent,30,1145.95,-0.07993952619639869,1,1,1,0.22919,60,True,1
T00022489,A00642,U00642,M0189,food_delivery,21,legitimate_agent,31,3007.74,2.580428491713002,1,1,1,0.601548,62,True,1
T00022490,A00642,U00642,M0076,food_delivery,21,legitimate_agent,32,1021.79,-0.31206818042031365,1,1,2,0.20435799999999998,64,True,1
T00022491,A00642,U00642,M0110,food_delivery,22,legitimate_agent,33,915.56,-0.448499942656994,1,1,1,0.183112,66,True,1
T00022492,A00642,U00642,M0151,food_delivery,22,legitimate_agent,34,808.32,-0.5853334143430406,1,1,2,0.161664,68,True,1
T00022493,A00642,U00642,M0076,food_delivery,24,legitimate_agent,35,1343.05,0.15572472715715022,1,1,1,0.26861,70,True,1
T00022494,A00642,U00642,M0021,food_delivery,25,legitimate_agent,36,444.88,-1.0901077569875952,1,1,1,0.088976,72,True,1
T00022495,A00642,U00642,M0065,food_delivery,27,legitimate_agent,37,745.29,-0.6424562466186016,1,1,1,0.149058,74,True,1
T00022496,A00642,U00642,M0043,food_delivery,27,legitimate_agent,38,718.06,-0.6682893067225661,1,1,2,0.143612,76,True,1
T00022497,A00642,U00642,M0110,food_delivery,29,legitimate_agent,39,583.31,-0.8449087833620607,1,1,1,0.11666199999999999,78,True,1
T00022498,A00643,U00643,M0172,utilities,0,legitimate_agent,1,1901.67,0.0,0,1,1,0.380334,2,True,1
T00022499,A00643,U00643,M0013,utilities,0,legitimate_agent,2,1558.54,-343.1300000000001,1,1,2,0.311708,4,True,1
T00022500,A00643,U00643,M0015,utilities,1,legitimate_agent,3,1439.79,-1.1965360369549298,1,1,1,0.287958,6,True,1
T00022501,A00643,U00643,M0070,utilities,1,legitimate_agent,4,1435.75,-0.8237730719873901,1,1,2,0.28715,8,True,1
T00022502,A00643,U00643,M0104,utilities,1,legitimate_agent,5,5393.58,17.368247367744704,1,1,3,1.078716,10,True,0
T00022503,A00643,U00643,M0001,utilities,2,legitimate_agent,6,1137.35,-0.7049695931625444,1,1,1,0.22746999999999998,12,True,1
T00022504,A00643,U00643,M0024,utilities,4,impersonated_agent,7,2180.48,0.0223709172531883,1,1,1,0.436096,14,True,1
T00022505,A00643,U00643,M0134,utilities,5,legitimate_agent,8,1584.71,-0.3841588474825819,1,1,1,0.316942,16,True,1
T00022506,A00643,U00643,M0124,utilities,7,legitimate_agent,9,1580.53,-0.36226451067032717,1,1,1,0.316106,18,True,1
T00022507,A00643,U00643,M0150,utilities,7,legitimate_agent,10,1260.48,-0.5880318244725893,1,1,2,0.252096,20,True,1
T00022508,A00643,U00643,M0100,utilities,9,legitimate_agent,11,1370.91,-0.46217313040867186,1,1,1,0.27418200000000004,22,True,1
T00022509,A00643,U00643,M0015,utilities,17,legitimate_agent,12,1142.85,-0.628900019622175,1,1,1,0.22857,24,True,1
T00022510,A00643,U00643,M0102,utilities,18,legitimate_agent,13,1385.96,-0.3844957411007896,1,1,1,0.277192,26,True,1
T00022511,A00643,U00643,M0036,utilities,19,legitimate_agent,14,1913.1,0.10303908579112055,1,1,1,0.38261999999999996,28,True,1
T00022512,A00643,U00643,M0104,utilities,22,legitimate_agent,15,2551.96,0.6940137678088922,1,1,1,0.510392,30,True,1
T00022513,A00643,U00643,M0015,utilities,23,legitimate_agent,16,1768.43,-0.08298784091764146,1,1,1,0.353686,32,True,1
T00022514,A00643,U00643,M0005,utilities,27,legitimate_agent,17,1038.69,-0.7974537275195801,1,1,1,0.207738,34,True,1
T00022515,A00643,U00643,M0001,utilities,27,legitimate_agent,18,1682.37,-0.11966558306760654,1,1,2,0.336474,36,True,1
T00022516,A00643,U00643,M0018,utilities,28,legitimate_agent,19,1608.32,-0.19236360130391064,1,1,1,0.321664,38,True,1
T00022517,A00643,U00643,M0037,utilities,28,legitimate_agent,20,1191.03,-0.627090464874341,1,1,2,0.238206,40,True,1
T00022518,A00644,U00644,M0069,travel,2,legitimate_agent,1,1381.16,0.0,0,1,1,0.27623200000000003,2,True,1
T00022519,A00644,U00644,M0004,travel,4,legitimate_agent,2,1606.52,225.3599999999999,1,1,1,0.321304,4,True,1
T00022520,A00644,U00644,M0187,travel,7,legitimate_agent,3,478.9,-6.369106820176388,1,1,1,0.09577999999999999,6,True,1
T00022521,A00644,U00644,M0019,travel,7,legitimate_agent,4,1023.89,-0.2206035657974038,1,1,2,0.204778,8,True,1
T00022522,A00644,U00644,M0064,travel,10,legitimate_agent,5,953.76,-0.3434586712759433,1,1,1,0.190752,10,True,1
T00022523,A00644,U00644,M0004,travel,11,legitimate_agent,6,1013.09,-0.17519227978284274,1,1,1,0.202618,12,True,1
T00022524,A00644,U00644,M0168,food_delivery,12,intent_drift,7,1458.53,0.9853363910822275,0,1,1,0.291706,14,False,1
T00022525,A00644,U00644,M0187,travel,13,legitimate_agent,8,833.59,-0.7770416118477272,1,1,1,0.166718,16,True,1
T00022526,A00644,U00644,M0026,travel,14,legitimate_agent,9,815.34,-0.7534468452826347,1,1,1,0.16306800000000002,18,True,1
T00022527,A00644,U00644,M0026,travel,15,legitimate_agent,10,672.7,-1.09013937093034,1,1,1,0.13454000000000002,20,True,1
T00022528,A00644,U00644,M0143,travel,15,legitimate_agent,11,802.95,-0.6147255000735428,1,1,2,0.16059,22,True,1
T00022529,A00644,U00644,M0026,travel,16,legitimate_agent,12,1327.51,0.9327251419928991,1,1,1,0.265502,24,True,1
T00022530,A00644,U00644,M0149,groceries,22,intent_drift,13,1035.33,0.013571490321139605,0,1,1,0.20706599999999997,26,False,1
T00022531,A00644,U00644,M0164,travel,23,legitimate_agent,14,1639.74,1.8483049616953005,1,1,1,0.327948,28,True,1
T00022532,A00645,U00645,M0052,food_delivery,0,legitimate_agent,1,316.19,0.0,0,1,1,0.063238,2,True,1
T00022533,A00645,U00645,M0151,food_delivery,1,legitimate_agent,2,533.87,217.68,1,1,1,0.10677400000000001,4,True,1
T00022534,A00645,U00645,M0052,food_delivery,1,legitimate_agent,3,231.48,-1.2574468715422293,1,1,2,0.046296,6,True,1
T00022535,A00645,U00645,M0151,food_delivery,2,legitimate_agent,4,392.08,0.20236146027005839,1,1,1,0.078416,8,True,1
T00022536,A00645,U00645,M0193,food_delivery,3,legitimate_agent,5,356.71,-0.09112461364079684,1,1,1,0.071342,10,True,1
T00022537,A00645,U00645,M0110,food_delivery,3,legitimate_agent,6,252.19,-1.0234267028921407,1,1,2,0.050438,12,True,1
T00022538,A00645,U00645,M0196,food_delivery,3,legitimate_agent,7,185.02,-1.4754088408223915,1,1,3,0.037004,14,True,1
T00022539,A00645,U00645,M0021,food_delivery,4,legitimate_agent,8,322.07,-0.015865707875244803,1,1,1,0.064414,16,True,1
T00022540,A00645,U00645,M0043,food_delivery,5,legitimate_agent,9,318.45,-0.04826975563110979,1,1,1,0.06369,18,True,1
T00022541,A00645,U00645,M0138,food_delivery,5,legitimate_agent,10,376.82,0.527638404995152,1,1,2,0.075364,20,True,1
T00022542,A00645,U00645,M0062,food_delivery,6,legitimate_agent,11,482.26,1.5779778091714247,1,1,1,0.096452,22,True,1
T00022543,A00645,U00645,M0043,food_delivery,7,legitimate_agent,12,295.1,-0.4579968100832601,1,1,1,0.05902,24,True,1
T00022544,A00645,U00645,M0168,food_delivery,8,legitimate_agent,13,224.77,-1.1426050180109144,1,1,1,0.044954,26,True,1
T00022545,A00645,U00645,M0065,food_delivery,9,legitimate_agent,14,431.06,1.008859983863221,1,1,1,0.086212,28,True,1
T00022546,A00645,U00645,M0193,food_delivery,10,legitimate_agent,15,330.05,-0.06941933588740411,1,1,1,0.06601,30,True,1
T00022547,A00645,U00645,M0038,food_delivery,11,legitimate_agent,16,336.69,0.0015396221473543044,1,1,1,0.067338,32,True,1
T00022548,A00645,U00645,M0168,food_delivery,11,legitimate_agent,17,186.12,-1.6125692829592675,1,1,2,0.037224,34,True,1
T00022549,A00645,U00645,M0166,food_delivery,13,legitimate_agent,18,308.76,-0.1944450946669547,1,1,1,0.061752,36,True,1
T00022550,A00645,U00645,M0153,food_delivery,14,credential_testing,19,9.57,-3.3513904529296674,1,1,1,0.0019140000000000001,38,True,1
T00022551,A00645,U00645,M0052,food_delivery,14,credential_testing,20,25.94,-2.422531564985007,1,1,2,0.005188,40,True,1
T00022552,A00645,U00645,M0065,food_delivery,14,credential_testing,21,19.78,-2.1132232888926246,1,1,3,0.003956,42,True,1
T00022553,A00645,U00645,M0166,food_delivery,14,credential_testing,22,24.1,-1.835835103841751,1,1,4,0.0048200000000000005,44,True,1
T00022554,A00645,U00645,M0168,food_delivery,14,credential_testing,23,9.73,-1.76366984759115,1,1,5,0.001946,46,True,1
T00022555,A00645,U00645,M0076,food_delivery,14,credential_testing,24,20.96,-1.5433469838351102,1,1,6,0.004192,48,True,1
T00022556,A00645,U00645,M0076,food_delivery,14,credential_testing,25,5.96,-1.5338937975740068,1,1,7,0.001192,50,True,1
T00022557,A00645,U00645,M0138,food_delivery,16,legitimate_agent,26,276.4,0.22445430145272435,1,1,1,0.055279999999999996,52,True,1
T00022558,A00645,U00645,M0166,food_delivery,17,legitimate_agent,27,312.02,0.4429518499663154,1,1,1,0.062403999999999994,54,True,1
T00022559,A00645,U00645,M0193,food_delivery,17,legitimate_agent,28,389.46,0.9257012366964343,1,1,2,0.07789199999999999,56,True,1
T00022560,A00645,U00645,M0015,utilities,18,intent_drift,29,377.9,0.8217925950007489,0,1,1,0.07558,58,False,1
T00022561,A00645,U00645,M0196,food_delivery,21,legitimate_agent,30,280.57,0.1737405175002585,1,1,1,0.056114,60,True,1
T00022562,A00645,U00645,M0043,food_delivery,21,legitimate_agent,31,1151.96,5.859686653807577,1,1,2,0.230392,62,True,1
T00022563,A00645,U00645,M0076,food_delivery,21,legitimate_agent,32,499.62,0.9803084919489908,1,1,3,0.099924,64,True,1
T00022564,A00645,U00645,M0142,food_delivery,21,legitimate_agent,33,386.22,0.4361256737996016,1,1,4,0.07724400000000001,66,True,1
T00022565,A00645,U00645,M0135,food_delivery,24,legitimate_agent,34,380.82,0.40358069745182146,1,1,1,0.076164,68,True,1
T00022566,A00645,U00645,M0043,food_delivery,25,legitimate_agent,35,414.54,0.5538299410602834,1,1,1,0.08290800000000001,70,True,1
